/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-20 20:15:12,666-Speed 76.75 samples/sec   Loss 46.0607   LearningRate 0.019872   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:15:25,319-Speed 101.17 samples/sec   Loss 46.1069   LearningRate 0.019871   Epoch: 0   Global Step: 1310   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:15:39,052-Speed 93.21 samples/sec   Loss 46.0610   LearningRate 0.019870   Epoch: 0   Global Step: 1320   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:15:51,904-Speed 99.60 samples/sec   Loss 46.1087   LearningRate 0.019869   Epoch: 0   Global Step: 1330   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:16:08,429-Speed 77.46 samples/sec   Loss 46.0214   LearningRate 0.019868   Epoch: 0   Global Step: 1340   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:16:20,723-Speed 104.13 samples/sec   Loss 45.9396   LearningRate 0.019867   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:16:33,911-Speed 97.06 samples/sec   Loss 45.8006   LearningRate 0.019866   Epoch: 0   Global Step: 1360   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:16:47,523-Speed 94.04 samples/sec   Loss 45.8959   LearningRate 0.019865   Epoch: 0   Global Step: 1370   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:17:03,064-Speed 82.37 samples/sec   Loss 46.0974   LearningRate 0.019864   Epoch: 0   Global Step: 1380   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:17:16,722-Speed 93.72 samples/sec   Loss 46.0259   LearningRate 0.019863   Epoch: 0   Global Step: 1390   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:17:29,722-Speed 98.47 samples/sec   Loss 46.0093   LearningRate 0.019862   Epoch: 0   Global Step: 1400   Fp16 Grad Scale: 131072   Required: 81 hours
Training: 2024-03-20 20:17:41,909-Speed 105.04 samples/sec   Loss 45.9122   LearningRate 0.019861   Epoch: 0   Global Step: 1410   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:17:54,333-Speed 103.03 samples/sec   Loss 46.1445   LearningRate 0.019860   Epoch: 0   Global Step: 1420   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:18:08,116-Speed 92.87 samples/sec   Loss 45.8996   LearningRate 0.019859   Epoch: 0   Global Step: 1430   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:18:20,549-Speed 102.96 samples/sec   Loss 45.9064   LearningRate 0.019858   Epoch: 0   Global Step: 1440   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:18:31,677-Speed 115.04 samples/sec   Loss 45.8581   LearningRate 0.019857   Epoch: 0   Global Step: 1450   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:18:46,769-Speed 84.81 samples/sec   Loss 45.8031   LearningRate 0.019856   Epoch: 0   Global Step: 1460   Fp16 Grad Scale: 262144   Required: 81 hours
Training: 2024-03-20 20:18:58,688-Speed 107.39 samples/sec   Loss 45.9660   LearningRate 0.019855   Epoch: 0   Global Step: 1470   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:19:13,716-Speed 85.18 samples/sec   Loss 45.9733   LearningRate 0.019854   Epoch: 0   Global Step: 1480   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:19:26,192-Speed 102.61 samples/sec   Loss 45.8690   LearningRate 0.019853   Epoch: 0   Global Step: 1490   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:19:40,065-Speed 92.27 samples/sec   Loss 45.8723   LearningRate 0.019852   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:19:52,967-Speed 99.21 samples/sec   Loss 45.9897   LearningRate 0.019851   Epoch: 0   Global Step: 1510   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:20:06,381-Speed 95.43 samples/sec   Loss 45.7711   LearningRate 0.019850   Epoch: 0   Global Step: 1520   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:20:21,802-Speed 83.01 samples/sec   Loss 45.8874   LearningRate 0.019849   Epoch: 0   Global Step: 1530   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:20:35,311-Speed 94.76 samples/sec   Loss 45.7895   LearningRate 0.019848   Epoch: 0   Global Step: 1540   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:20:49,891-Speed 87.79 samples/sec   Loss 45.9158   LearningRate 0.019847   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:21:02,825-Speed 98.97 samples/sec   Loss 45.8075   LearningRate 0.019846   Epoch: 0   Global Step: 1560   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:21:15,493-Speed 101.05 samples/sec   Loss 45.7149   LearningRate 0.019845   Epoch: 0   Global Step: 1570   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:21:29,651-Speed 90.42 samples/sec   Loss 45.7084   LearningRate 0.019844   Epoch: 0   Global Step: 1580   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:21:41,505-Speed 107.98 samples/sec   Loss 45.6938   LearningRate 0.019843   Epoch: 0   Global Step: 1590   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:21:57,268-Speed 81.45 samples/sec   Loss 45.6028   LearningRate 0.019842   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:22:10,636-Speed 95.75 samples/sec   Loss 45.7026   LearningRate 0.019841   Epoch: 0   Global Step: 1610   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:22:23,777-Speed 97.40 samples/sec   Loss 45.6652   LearningRate 0.019840   Epoch: 0   Global Step: 1620   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:22:38,503-Speed 86.92 samples/sec   Loss 45.8339   LearningRate 0.019840   Epoch: 0   Global Step: 1630   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:22:51,079-Speed 101.78 samples/sec   Loss 45.7681   LearningRate 0.019839   Epoch: 0   Global Step: 1640   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:23:05,579-Speed 88.28 samples/sec   Loss 45.6722   LearningRate 0.019838   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:23:19,868-Speed 89.58 samples/sec   Loss 45.7942   LearningRate 0.019837   Epoch: 0   Global Step: 1660   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:23:33,665-Speed 92.78 samples/sec   Loss 45.9456   LearningRate 0.019836   Epoch: 0   Global Step: 1670   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:23:49,259-Speed 82.09 samples/sec   Loss 45.7387   LearningRate 0.019835   Epoch: 0   Global Step: 1680   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:24:01,493-Speed 104.63 samples/sec   Loss 45.7009   LearningRate 0.019834   Epoch: 0   Global Step: 1690   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:24:15,735-Speed 89.88 samples/sec   Loss 45.7195   LearningRate 0.019833   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:24:29,582-Speed 92.44 samples/sec   Loss 45.6548   LearningRate 0.019832   Epoch: 0   Global Step: 1710   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:24:44,974-Speed 83.16 samples/sec   Loss 45.7153   LearningRate 0.019831   Epoch: 0   Global Step: 1720   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:24:57,911-Speed 98.95 samples/sec   Loss 45.6346   LearningRate 0.019830   Epoch: 0   Global Step: 1730   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:25:12,558-Speed 87.39 samples/sec   Loss 45.6788   LearningRate 0.019829   Epoch: 0   Global Step: 1740   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:25:25,232-Speed 100.99 samples/sec   Loss 45.6782   LearningRate 0.019828   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:25:37,777-Speed 102.04 samples/sec   Loss 45.4895   LearningRate 0.019827   Epoch: 0   Global Step: 1760   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:25:50,351-Speed 101.80 samples/sec   Loss 45.5932   LearningRate 0.019826   Epoch: 0   Global Step: 1770   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:26:04,209-Speed 92.37 samples/sec   Loss 45.6703   LearningRate 0.019825   Epoch: 0   Global Step: 1780   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:26:18,229-Speed 91.30 samples/sec   Loss 45.6308   LearningRate 0.019824   Epoch: 0   Global Step: 1790   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:26:32,817-Speed 87.75 samples/sec   Loss 45.5837   LearningRate 0.019823   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:26:46,687-Speed 92.29 samples/sec   Loss 45.5410   LearningRate 0.019822   Epoch: 0   Global Step: 1810   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:26:59,765-Speed 97.88 samples/sec   Loss 45.6155   LearningRate 0.019821   Epoch: 0   Global Step: 1820   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:27:13,560-Speed 92.79 samples/sec   Loss 45.6361   LearningRate 0.019820   Epoch: 0   Global Step: 1830   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:27:28,631-Speed 84.93 samples/sec   Loss 45.5853   LearningRate 0.019819   Epoch: 0   Global Step: 1840   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:27:41,738-Speed 97.66 samples/sec   Loss 45.5176   LearningRate 0.019818   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:27:55,271-Speed 94.59 samples/sec   Loss 45.6217   LearningRate 0.019817   Epoch: 0   Global Step: 1860   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:28:10,066-Speed 86.52 samples/sec   Loss 45.6710   LearningRate 0.019816   Epoch: 0   Global Step: 1870   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:28:23,073-Speed 98.41 samples/sec   Loss 45.5736   LearningRate 0.019815   Epoch: 0   Global Step: 1880   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:28:36,181-Speed 97.65 samples/sec   Loss 45.5989   LearningRate 0.019814   Epoch: 0   Global Step: 1890   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:28:51,996-Speed 80.93 samples/sec   Loss 45.4850   LearningRate 0.019813   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:29:05,560-Speed 94.37 samples/sec   Loss 45.6556   LearningRate 0.019812   Epoch: 0   Global Step: 1910   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:29:20,286-Speed 86.93 samples/sec   Loss 45.5923   LearningRate 0.019811   Epoch: 0   Global Step: 1920   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:29:33,582-Speed 96.27 samples/sec   Loss 45.6002   LearningRate 0.019810   Epoch: 0   Global Step: 1930   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:29:47,290-Speed 93.38 samples/sec   Loss 45.6797   LearningRate 0.019809   Epoch: 0   Global Step: 1940   Fp16 Grad Scale: 262144   Required: 79 hours
Training: 2024-03-20 20:30:01,791-Speed 88.27 samples/sec   Loss 45.4498   LearningRate 0.019808   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 262144   Required: 79 hours
Training: 2024-03-20 20:30:16,241-Speed 88.59 samples/sec   Loss 45.5840   LearningRate 0.019807   Epoch: 0   Global Step: 1960   Fp16 Grad Scale: 262144   Required: 79 hours
Training: 2024-03-20 20:30:29,406-Speed 97.23 samples/sec   Loss 45.6578   LearningRate 0.019806   Epoch: 0   Global Step: 1970   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:30:44,310-Speed 85.89 samples/sec   Loss 45.6033   LearningRate 0.019805   Epoch: 0   Global Step: 1980   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:30:57,166-Speed 99.56 samples/sec   Loss 45.4819   LearningRate 0.019804   Epoch: 0   Global Step: 1990   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:31:11,613-Speed 88.60 samples/sec   Loss 45.4648   LearningRate 0.019803   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:31:25,806-Speed 90.19 samples/sec   Loss 45.5829   LearningRate 0.019802   Epoch: 0   Global Step: 2010   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:31:41,371-Speed 82.23 samples/sec   Loss 45.5955   LearningRate 0.019801   Epoch: 0   Global Step: 2020   Fp16 Grad Scale: 131072   Required: 79 hours
Training: 2024-03-20 20:31:57,810-Speed 77.87 samples/sec   Loss 45.5886   LearningRate 0.019800   Epoch: 0   Global Step: 2030   Fp16 Grad Scale: 131072   Required: 80 hours
Training: 2024-03-20 20:32:12,622-Speed 86.42 samples/sec   Loss 45.5073   LearningRate 0.019799   Epoch: 0   Global Step: 2040   Fp16 Grad Scale: 131072   Required: 80 hours
Training: 2024-03-20 20:32:26,087-Speed 95.07 samples/sec   Loss 45.4469   LearningRate 0.019798   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 131072   Required: 80 hours
Training: 2024-03-20 20:32:45,718-Speed 65.21 samples/sec   Loss 45.6322   LearningRate 0.019797   Epoch: 0   Global Step: 2060   Fp16 Grad Scale: 131072   Required: 80 hours
Training: 2024-03-20 20:33:00,455-Speed 86.86 samples/sec   Loss 45.5361   LearningRate 0.019796   Epoch: 0   Global Step: 2070   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:33:13,743-Speed 96.33 samples/sec   Loss 45.4787   LearningRate 0.019795   Epoch: 0   Global Step: 2080   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:33:29,888-Speed 79.28 samples/sec   Loss 45.5798   LearningRate 0.019794   Epoch: 0   Global Step: 2090   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:33:45,820-Speed 80.35 samples/sec   Loss 45.4821   LearningRate 0.019793   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:33:59,444-Speed 93.95 samples/sec   Loss 45.4433   LearningRate 0.019792   Epoch: 0   Global Step: 2110   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:34:12,645-Speed 96.97 samples/sec   Loss 45.4719   LearningRate 0.019791   Epoch: 0   Global Step: 2120   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:34:28,372-Speed 81.39 samples/sec   Loss 45.4587   LearningRate 0.019790   Epoch: 0   Global Step: 2130   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:34:42,186-Speed 92.66 samples/sec   Loss 45.4469   LearningRate 0.019789   Epoch: 0   Global Step: 2140   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:34:56,960-Speed 86.65 samples/sec   Loss 45.3321   LearningRate 0.019788   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:35:11,367-Speed 88.85 samples/sec   Loss 45.3707   LearningRate 0.019787   Epoch: 0   Global Step: 2160   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:35:24,332-Speed 98.73 samples/sec   Loss 45.3671   LearningRate 0.019786   Epoch: 0   Global Step: 2170   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:35:40,746-Speed 85.94 samples/sec   Loss 45.3544   LearningRate 0.019785   Epoch: 0   Global Step: 2180   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:35:55,094-Speed 89.21 samples/sec   Loss 45.4270   LearningRate 0.019784   Epoch: 0   Global Step: 2190   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:36:10,345-Speed 83.93 samples/sec   Loss 45.4308   LearningRate 0.019783   Epoch: 0   Global Step: 2200   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:36:23,416-Speed 97.94 samples/sec   Loss 45.4050   LearningRate 0.019782   Epoch: 0   Global Step: 2210   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:36:38,503-Speed 84.85 samples/sec   Loss 45.4709   LearningRate 0.019781   Epoch: 0   Global Step: 2220   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:36:53,890-Speed 83.19 samples/sec   Loss 45.3693   LearningRate 0.019780   Epoch: 0   Global Step: 2230   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:37:08,823-Speed 85.72 samples/sec   Loss 45.4715   LearningRate 0.019779   Epoch: 0   Global Step: 2240   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:37:23,374-Speed 87.97 samples/sec   Loss 45.4108   LearningRate 0.019778   Epoch: 0   Global Step: 2250   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:37:37,649-Speed 89.67 samples/sec   Loss 45.2994   LearningRate 0.019777   Epoch: 0   Global Step: 2260   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:37:50,626-Speed 98.64 samples/sec   Loss 45.3886   LearningRate 0.019776   Epoch: 0   Global Step: 2270   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:38:07,629-Speed 81.45 samples/sec   Loss 45.3064   LearningRate 0.019776   Epoch: 0   Global Step: 2280   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:38:20,393-Speed 100.29 samples/sec   Loss 45.5803   LearningRate 0.019775   Epoch: 0   Global Step: 2290   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:38:35,783-Speed 83.18 samples/sec   Loss 45.3686   LearningRate 0.019774   Epoch: 0   Global Step: 2300   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:38:49,852-Speed 90.99 samples/sec   Loss 45.4715   LearningRate 0.019773   Epoch: 0   Global Step: 2310   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:39:04,877-Speed 85.20 samples/sec   Loss 45.4517   LearningRate 0.019772   Epoch: 0   Global Step: 2320   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:39:19,361-Speed 88.38 samples/sec   Loss 45.3759   LearningRate 0.019771   Epoch: 0   Global Step: 2330   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:39:33,303-Speed 91.82 samples/sec   Loss 45.2425   LearningRate 0.019770   Epoch: 0   Global Step: 2340   Fp16 Grad Scale: 524288   Required: 80 hours
Training: 2024-03-20 20:39:48,802-Speed 85.71 samples/sec   Loss 45.3959   LearningRate 0.019769   Epoch: 0   Global Step: 2350   Fp16 Grad Scale: 262144   Required: 80 hours
Training: 2024-03-20 20:40:02,545-Speed 93.14 samples/sec   Loss 45.3503   LearningRate 0.019768   Epoch: 0   Global Step: 2360   Fp16 Grad Scale: 262144   Required: 80 hours
